CUST_ID,Cluster,Tags,BALANCE,PURCHASES,CASH_ADVANCE,CREDIT_LIMIT,PRC_FULL_PAYMENT,客群名稱
C10148,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",5347.814547,0.0,4002.353384,7000.0,0.0,風險變現族
C10149,0,"風險變現族, 需監控, 循環利息戶, 高額度",10598.46777,2084.48,0.0,21500.0,0.0,風險變現族
C10156,0,"風險變現族, 需監控, 循環利息戶, 偏好分期",7679.62904,4059.93,555.469352,7000.0,0.0,風險變現族
C10162,0,"風險變現族, 需監控, 循環利息戶, 大額單筆消費",5837.105453,3488.49,3303.1523,7900.0,0.0,風險變現族
C10183,0,"風險變現族, 需監控, 低消費, 套現傾向",2933.240476,0.0,2040.433925,3000.0,0.0,風險變現族
C10188,0,"風險變現族, 需監控, 低消費, 套現傾向, 偏好分期",2881.253586,117.0,17661.49486,4500.0,0.166667,風險變現族
C10206,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 偏好分期",5698.539876,47.55,2039.52804,6000.0,0.0,風險變現族
C10211,0,"風險變現族, 需監控, 循環利息戶, 偏好分期, 高額度",8350.145568,1989.28,893.757903,14000.0,0.0,風險變現族
C10215,0,"風險變現族, 需監控, 套現傾向, 循環利息戶, 高額度",7201.736985,987.1,5468.620604,10500.0,0.0,風險變現族
C10216,0,"風險變現族, 需監控, 套現傾向, 循環利息戶, 高額度",6467.885013,1464.14,3947.86784,11500.0,0.0,風險變現族
C10218,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 偏好分期",5635.860679,393.62,5933.467329,10000.0,0.0,風險變現族
C10227,0,"風險變現族, 需監控, 低消費, 套現傾向, 低額度",2053.441598,493.85,1738.33378,2000.0,0.0,風險變現族
C10245,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 偏好分期, 高額度",7623.224897,300.0,2800.728343,12000.0,0.0,風險變現族
C10249,0,"風險變現族, 需監控, 套現傾向, 循環利息戶",3215.511032,1112.2,7616.064965,7200.0,0.0,風險變現族
C10257,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 偏好分期, 高額度",9612.21512,319.92,13439.5704,12000.0,0.0,風險變現族
C10259,0,"風險變現族, 需監控, 套現傾向",2344.478291,1041.63,4003.968939,4000.0,0.0,風險變現族
C10282,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",3905.365959,150.8,1659.19931,7500.0,0.0,風險變現族
C10285,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 偏好分期, 高額度",5265.763713,410.24,15452.97758,16500.0,0.083333,風險變現族
C10296,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",4246.430225,0.0,9270.408108,7000.0,0.083333,風險變現族
C10302,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",5790.930626,464.51,2516.727082,6000.0,0.0,風險變現族
C10304,0,"風險變現族, 需監控, 低消費, 循環利息戶",3992.261885,0.0,348.834361,4000.0,0.0,風險變現族
C10308,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 高額度",5547.092593,0.0,3298.958165,12000.0,0.0,風險變現族
C10313,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",4338.606862,0.0,1817.569093,8000.0,0.0,風險變現族
C10315,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 高額度",9261.310686,0.0,8603.045938,11000.0,0.0,風險變現族
C10327,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",4823.822993,0.0,6481.300951,7000.0,0.0,風險變現族
C10331,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 偏好分期",4732.37354,14.95,2173.356068,5700.0,0.0,風險變現族
C10332,0,"風險變現族, 需監控, 套現傾向, 循環利息戶, 偏好分期, 高額度",9206.811696,874.98,4653.693195,12500.0,0.0,風險變現族
C10333,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",6719.376505,0.0,2443.262416,7500.0,0.0,風險變現族
C10335,0,"風險變現族, 需監控, 低消費, 套現傾向",1867.649838,0.0,3264.573342,4500.0,0.0,風險變現族
C10345,0,"風險變現族, 需監控, 低消費, 套現傾向, 低額度",2324.086254,0.0,1600.758078,2300.0,0.0,風險變現族
C10346,0,"風險變現族, 需監控, 低消費, 套現傾向, 偏好分期",2922.487907,71.07,3595.158425,9500.0,0.0,風險變現族
C10352,0,"風險變現族, 需監控, 套現傾向, 優質還款",1132.386178,2246.3,14048.07181,6000.0,0.8,風險變現族
C10359,0,"風險變現族, 需監控, 套現傾向, 循環利息戶, 偏好分期, 高額度",3536.601227,2132.93,5340.016172,11000.0,0.0,風險變現族
C10364,0,"風險變現族, 需監控, 套現傾向, 循環利息戶, 偏好分期",8939.461145,2490.17,5309.949725,9500.0,0.0,風險變現族
C10369,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 偏好分期",5135.604593,110.18,6551.99521,6000.0,0.0,風險變現族
C10380,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",7760.940543,0.0,3423.085934,8000.0,0.0,風險變現族
C10381,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",6388.108487,0.0,3768.696678,8000.0,0.083333,風險變現族
C10383,0,"風險變現族, 需監控, 套現傾向, 循環利息戶, 偏好分期",8806.866629,1490.94,2813.063846,9000.0,0.0,風險變現族
C10392,0,"風險變現族, 需監控, 低消費, 循環利息戶, 偏好分期, 高額度",12474.72954,136.88,515.147607,14000.0,0.0,風險變現族
C10400,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",7957.017218,0.0,4909.937494,9000.0,0.0,風險變現族
C10412,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 高額度",5066.744231,0.0,1974.503664,13000.0,0.0,風險變現族
C10416,0,"風險變現族, 需監控, 套現傾向, 循環利息戶, 偏好分期",3770.560441,964.06,5140.287889,6000.0,0.0,風險變現族
C10419,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",5523.999416,0.0,4087.167822,8000.0,0.0,風險變現族
C10423,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",3024.629054,0.0,2171.139178,4500.0,0.0,風險變現族
C10428,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",4664.023286,340.0,3510.115735,6000.0,0.0,風險變現族
C10431,0,"風險變現族, 需監控, 低消費, 循環利息戶, 高額度",9335.31417,226.23,0.0,15000.0,0.0,風險變現族
C10439,0,"風險變現族, 需監控, 套現傾向, 偏好分期",1692.755487,570.16,2817.05225,9000.0,0.0,風險變現族
C10444,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",6822.877573,137.34,4815.112874,10000.0,0.0,風險變現族
C10445,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",8647.057641,0.0,5105.254316,10000.0,0.0,風險變現族
C10446,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",5055.582822,0.0,3435.737817,9000.0,0.0,風險變現族
C10447,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 偏好分期",4245.550244,332.82,6649.712062,5000.0,0.0,風險變現族
C10451,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",7057.658848,360.7,6517.541812,8000.0,0.0,風險變現族
C10457,0,"風險變現族, 需監控, 低消費, 套現傾向, 高額度",7386.704481,0.0,10713.8746,10500.0,0.1,風險變現族
C10471,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 偏好分期, 高額度",9601.071318,238.34,4809.11955,15000.0,0.0,風險變現族
C10484,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",4458.055159,0.0,2806.959645,7500.0,0.0,風險變現族
C10489,0,"風險變現族, 需監控, 低消費, 套現傾向",5810.748774,217.0,12377.36037,9000.0,0.166667,風險變現族
C10490,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",3872.605467,0.0,1483.933054,4000.0,0.0,風險變現族
C10504,0,"風險變現族, 需監控, 低消費, 套現傾向",198.035504,0.0,14371.78789,10000.0,0.0,風險變現族
C10508,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",3690.177649,0.0,1328.643945,4000.0,0.0,風險變現族
C10510,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 高額度",6856.045926,262.1,3053.777459,13000.0,0.0,風險變現族
C10513,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 高額度",10249.71178,0.0,2438.356719,18000.0,0.0,風險變現族
C10517,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 高額度",12478.17286,174.0,3269.418821,14000.0,0.0,風險變現族
C10519,0,"風險變現族, 需監控, 低消費, 低額度",1556.376158,0.0,655.037683,1700.0,0.0,風險變現族
C10535,0,"風險變現族, 需監控, 套現傾向, 循環利息戶",3718.606699,1172.68,10372.8492,9500.0,0.0,風險變現族
C10544,0,"風險變現族, 需監控, 套現傾向, 循環利息戶, 高額度",15258.2259,529.3,4100.891579,19000.0,0.0,風險變現族
C10550,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",5083.397311,331.95,10384.82416,8000.0,0.0,風險變現族
C10551,0,"風險變現族, 需監控, 套現傾向, 循環利息戶, 高額度",3649.559565,1490.0,8824.695802,12500.0,0.0,風險變現族
C10561,0,"風險變現族, 需監控, 套現傾向, 循環利息戶, 高額度",7190.047748,1549.61,3269.100834,17500.0,0.0,風險變現族
C10563,0,"風險變現族, 需監控, 套現傾向, 循環利息戶",5066.461251,2274.21,2854.551358,5000.0,0.0,風險變現族
C10566,0,"風險變現族, 需監控, 低消費, 套現傾向, 偏好分期",1284.63314,55.5,5406.459348,3000.0,0.0,風險變現族
C10575,0,"風險變現族, 需監控, 循環利息戶, 大額單筆消費",8997.488544,4604.72,1854.533843,9000.0,0.0,風險變現族
C10576,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",9149.4096,227.8,5583.937965,9500.0,0.0,風險變現族
C10578,0,"風險變現族, 需監控, 套現傾向",1758.979585,1199.0,8552.910316,6750.0,0.111111,風險變現族
C10581,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",5404.202992,469.0,8005.22508,7000.0,0.0,風險變現族
C10582,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",5484.800476,0.0,1239.217984,6000.0,0.0,風險變現族
C10593,0,"風險變現族, 需監控, 循環利息戶, 高額度",9559.783145,709.0,771.711794,10500.0,0.0,風險變現族
C10600,0,"風險變現族, 需監控, 低消費, 循環利息戶",7295.920263,0.0,721.214369,7500.0,0.0,風險變現族
C10601,0,"風險變現族, 需監控, 套現傾向, 循環利息戶",7975.19143,1142.15,2652.115823,9000.0,0.0,風險變現族
C10606,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",7088.358802,0.0,3118.050456,7500.0,0.0,風險變現族
C10613,0,"風險變現族, 需監控, 套現傾向, 循環利息戶",4114.723127,1841.62,4004.273974,7500.0,0.0,風險變現族
C10625,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",3183.529482,386.12,3715.643596,4000.0,0.0,風險變現族
C10627,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 高額度",6980.581442,0.0,11549.11174,14500.0,0.0,風險變現族
C10631,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 偏好分期",6787.661776,99.5,7726.511679,8000.0,0.0,風險變現族
C10633,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 偏好分期",3946.876897,207.0,1546.727807,8500.0,0.0,風險變現族
C10635,0,"風險變現族, 需監控, 套現傾向, 循環利息戶, 偏好分期",7155.328723,3837.59,14811.68818,9500.0,0.0,風險變現族
C10640,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 高額度",8900.194109,0.0,4849.693752,12000.0,0.0,風險變現族
C10658,0,"風險變現族, 需監控, 套現傾向, 偏好分期",2134.513436,733.35,5716.149236,3000.0,0.090909,風險變現族
C10659,0,"風險變現族, 需監控, 套現傾向, 偏好分期, 高額度",4925.502001,3050.72,10901.29827,11500.0,0.166667,風險變現族
C10662,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 高額度",5347.377116,0.0,9671.336737,10500.0,0.0,風險變現族
C10667,0,"風險變現族, 需監控, 低消費, 循環利息戶",3725.636832,0.0,516.029064,4000.0,0.0,風險變現族
C10672,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",6014.806806,433.63,2433.987199,7000.0,0.0,風險變現族
C10674,0,"風險變現族, 需監控, 套現傾向, 偏好分期",365.12275,571.32,4961.005282,4000.0,0.454545,風險變現族
C10701,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",4094.433899,0.0,1618.325972,7500.0,0.0,風險變現族
C10706,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",7025.757291,66.32,8733.135566,9000.0,0.0,風險變現族
C10708,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",5656.069801,362.36,7240.433194,8000.0,0.0,風險變現族
C10723,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",7006.751866,328.92,9497.696525,10000.0,0.0,風險變現族
C10734,0,"風險變現族, 需監控, 低消費, 套現傾向",2596.59993,0.0,1700.074178,3000.0,0.0,風險變現族
C10737,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 高額度",5422.456378,0.0,9972.234861,14000.0,0.0,風險變現族
C10742,0,"風險變現族, 需監控, 套現傾向, 循環利息戶",3714.539663,1307.16,4245.840374,5000.0,0.0,風險變現族
C10743,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 高額度",7811.234174,0.0,6372.109273,16000.0,0.0,風險變現族
C10750,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 偏好分期, 高額度",13774.74154,404.24,3369.474535,14500.0,0.0,風險變現族
C10762,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 高額度",7715.659048,0.0,6182.982033,11500.0,0.0,風險變現族
C10766,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",5603.045332,0.0,2909.490912,7500.0,0.0,風險變現族
C10770,0,"風險變現族, 需監控, 套現傾向, 偏好分期",1560.533094,749.57,4096.907903,6000.0,0.0,風險變現族
C10777,0,"風險變現族, 需監控, 循環利息戶, 大額單筆消費",3121.267822,4139.56,3607.406242,9000.0,0.0,風險變現族
C10780,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 偏好分期",4006.206157,169.28,2868.734582,6000.0,0.0,風險變現族
C10783,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 高額度",10397.09989,0.0,4045.620171,13000.0,0.0,風險變現族
C10785,0,"風險變現族, 需監控, 低消費, 循環利息戶",5499.895765,0.0,485.269985,6000.0,0.0,風險變現族
C10788,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",5271.415483,0.0,2193.804998,6500.0,0.0,風險變現族
C10790,0,"風險變現族, 需監控, 套現傾向, 循環利息戶",5639.464394,717.18,3856.971744,7000.0,0.0,風險變現族
C10791,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",5308.90635,0.0,4954.608429,9500.0,0.0,風險變現族
C10796,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 偏好分期, 高額度",9470.18498,49.19,4078.303778,12000.0,0.0,風險變現族
C10809,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",8646.143734,0.0,10204.12284,10000.0,0.0,風險變現族
C10815,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",5211.229218,0.0,2316.206642,5500.0,0.0,風險變現族
C10817,0,"風險變現族, 需監控, 低消費, 低額度",2302.479845,0.0,861.574218,2600.0,0.0,風險變現族
C10818,0,"風險變現族, 需監控, 低消費, 套現傾向",1782.997768,0.0,16037.32794,10000.0,0.0,風險變現族
C10829,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",5359.980872,0.0,1113.868654,6000.0,0.0,風險變現族
C10832,0,"風險變現族, 需監控, 低消費, 套現傾向",2654.816967,0.0,3469.664606,4000.0,0.0,風險變現族
C10839,0,"風險變現族, 需監控, 套現傾向",2574.852985,578.66,6390.668135,9500.0,0.0,風險變現族
C10841,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",3517.561446,173.69,3122.99024,5000.0,0.0,風險變現族
C10857,0,"風險變現族, 需監控, 套現傾向, 循環利息戶",3957.419199,1162.63,3808.247988,7500.0,0.0,風險變現族
C10860,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",4270.148411,363.0,5307.322893,5500.0,0.0,風險變現族
C10872,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",3616.993845,0.0,4947.781762,5500.0,0.0,風險變現族
C10873,0,"風險變現族, 需監控, 高消費力, 套現傾向, 大額單筆消費, 高額度",8220.740014,5197.22,18857.05847,13000.0,0.2,風險變現族
C10874,0,"風險變現族, 需監控, 循環利息戶, 偏好分期, 高額度",4438.521324,591.84,564.365429,17000.0,0.0,風險變現族
C10875,0,"風險變現族, 需監控, 高額度",2210.404961,1790.64,1660.66756,10500.0,0.0,風險變現族
C10876,0,"風險變現族, 需監控, 低消費, 套現傾向",2315.003636,0.0,3253.033658,3000.0,0.0,風險變現族
C10879,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",5280.649637,0.0,1786.833644,6000.0,0.0,風險變現族
C10882,0,"風險變現族, 需監控, 循環利息戶, 高額度",11083.32542,2126.7,1622.219455,15000.0,0.0,風險變現族
C10884,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 高額度",10131.00055,0.0,3330.326162,14500.0,0.0,風險變現族
C10887,0,"風險變現族, 需監控, 循環利息戶, 偏好分期, 高額度",9901.685569,2190.95,1913.350112,11500.0,0.0,風險變現族
C10897,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 偏好分期, 高額度",11654.55492,463.0,3096.807933,12500.0,0.0,風險變現族
C10901,0,"風險變現族, 需監控, 套現傾向, 偏好分期",1444.365154,780.14,3573.493609,9000.0,0.285714,風險變現族
C10909,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",6059.861762,250.32,4447.636548,7000.0,0.0,風險變現族
C10913,0,"風險變現族, 需監控, 套現傾向, 循環利息戶",3558.685862,1036.19,3270.549354,7300.0,0.0,風險變現族
C10914,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 高額度",14581.45914,0.0,22665.7785,18500.0,0.0,風險變現族
C10924,0,"風險變現族, 需監控, 低消費, 套現傾向, 偏好分期, 高額度",2903.779416,360.3,3501.657389,11500.0,0.0,風險變現族
C10929,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 高額度",6366.085376,407.86,14827.30716,12500.0,0.0,風險變現族
C10933,0,"風險變現族, 需監控, 套現傾向, 循環利息戶",5878.663267,1230.08,4665.557504,6500.0,0.0,風險變現族
C10934,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 高額度",7143.680599,0.0,2999.900367,13000.0,0.0,風險變現族
C10941,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",7427.807223,205.89,3697.222827,9500.0,0.0,風險變現族
C10942,0,"風險變現族, 需監控, 低消費, 套現傾向",2746.923673,0.0,4289.506847,6500.0,0.0,風險變現族
C10955,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 高額度",5980.58247,0.0,12008.08079,11000.0,0.083333,風險變現族
C10957,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",4223.832142,0.0,3305.855177,4500.0,0.0,風險變現族
C10961,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",6002.618198,0.0,1163.462217,6500.0,0.0,風險變現族
C10973,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 偏好分期, 高額度",12358.32132,421.15,5690.168909,17000.0,0.0,風險變現族
C10976,0,"風險變現族, 需監控, 低消費, 循環利息戶",3215.307061,0.0,629.109981,3500.0,0.0,風險變現族
C10977,0,"風險變現族, 需監控, 套現傾向",2437.750644,1177.64,2961.278225,3000.0,0.0,風險變現族
C10996,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",4890.470857,0.0,9009.157522,7500.0,0.0,風險變現族
C11007,0,"風險變現族, 需監控",2001.030926,1534.98,1407.204652,4000.0,0.0,風險變現族
C11011,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",5573.146558,435.14,3935.733135,7000.0,0.0,風險變現族
C11018,0,"風險變現族, 需監控, 低消費, 套現傾向",2870.08219,490.21,10735.1018,6000.0,0.0,風險變現族
C11023,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",5317.783607,0.0,5833.696908,6500.0,0.0,風險變現族
C11042,0,"風險變現族, 需監控, 套現傾向, 循環利息戶",3340.233396,1783.57,9569.469311,8000.0,0.0,風險變現族
C11047,0,"風險變現族, 需監控, 套現傾向, 循環利息戶, 偏好分期, 高額度",12373.33348,830.15,10249.921,11000.0,0.0,風險變現族
C11064,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",5049.442457,0.0,3631.844028,8500.0,0.0,風險變現族
C11065,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",5516.201451,0.0,2941.903445,6000.0,0.0,風險變現族
C11067,0,"風險變現族, 需監控, 低消費, 偏好分期, 低額度",1133.090254,85.92,551.078807,1200.0,0.0,風險變現族
C11070,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 偏好分期",4677.242936,125.0,2406.229924,5000.0,0.0,風險變現族
C11072,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",6432.685892,0.0,3249.062265,7000.0,0.0,風險變現族
C11094,0,"風險變現族, 需監控, 套現傾向, 循環利息戶, 高額度",8823.284205,3719.0,29282.10915,15500.0,0.083333,風險變現族
C11098,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 偏好分期",5961.863054,320.08,3134.417004,7000.0,0.0,風險變現族
C11103,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",4069.525304,259.84,1731.958401,7500.0,0.0,風險變現族
C11111,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",3409.130731,0.0,4459.741851,6000.0,0.0,風險變現族
C11121,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",4184.915498,0.0,3757.68359,5000.0,0.0,風險變現族
C11124,0,"風險變現族, 需監控, 套現傾向, 偏好分期",2016.049201,1372.57,3806.758546,5500.0,0.0,風險變現族
C11126,0,"風險變現族, 需監控, 套現傾向, 循環利息戶",5336.743176,680.97,4037.626724,8500.0,0.0,風險變現族
C11132,0,"風險變現族, 需監控, 低消費, 套現傾向, 偏好分期",1382.240511,113.03,3688.794183,3000.0,0.0,風險變現族
C11136,0,"風險變現族, 需監控, 套現傾向, 循環利息戶",5858.94756,896.18,4222.003137,7000.0,0.0,風險變現族
C11148,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",4294.953211,0.0,7700.897042,7000.0,0.0,風險變現族
C11152,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 偏好分期",5311.877259,299.94,6351.312685,6000.0,0.0,風險變現族
C11170,0,"風險變現族, 需監控, 低消費, 循環利息戶",6090.522273,22.16,0.0,9000.0,0.0,風險變現族
C11186,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶, 高額度",7638.382236,0.0,1405.776254,15500.0,0.0,風險變現族
C11188,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",5538.646971,460.57,2661.970456,9500.0,0.0,風險變現族
C11206,0,"風險變現族, 需監控, 低消費, 套現傾向, 循環利息戶",7370.257624,0.0,1194.995991,7500.0,0.0,風險變現族
