CUST_ID,Cluster,Tags,BALANCE,PURCHASES,CASH_ADVANCE,CREDIT_LIMIT,PRC_FULL_PAYMENT,客群名稱
C10078,1,"沉睡戶, 需喚醒",532.334517,791.94,0.0,6000.0,0.0,沉睡戶
C10082,1,"沉睡戶, 需喚醒, 低消費, 低額度",1205.716678,0.0,38.325801,1200.0,0.0,沉睡戶
C10085,1,"沉睡戶, 需喚醒, 低消費, 套現傾向",81.584711,0.0,2985.300006,9500.0,0.0,沉睡戶
C10086,1,"沉睡戶, 需喚醒, 低消費, 偏好分期, 高額度",3.78631,133.05,0.0,12000.0,0.444444,沉睡戶
C10093,1,"沉睡戶, 需喚醒, 低消費, 循環利息戶",4037.305658,45.0,104.238064,4500.0,0.0,沉睡戶
C10097,1,"沉睡戶, 需喚醒, 低消費, 低額度",1321.47608,45.65,495.657934,1800.0,0.0,沉睡戶
C10098,1,"沉睡戶, 需喚醒, 低消費, 低額度",1307.717841,405.6,0.0,2400.0,0.0,沉睡戶
C10099,1,"沉睡戶, 需喚醒, 低消費, 低額度",2329.485768,213.34,0.0,2400.0,0.0,沉睡戶
C10100,1,"沉睡戶, 需喚醒, 低消費, 低額度",1139.782882,0.0,120.612912,1200.0,0.0,沉睡戶
C10102,1,"沉睡戶, 需喚醒, 低消費, 套現傾向, 循環利息戶",3505.671311,0.0,1713.984305,4000.0,0.0,沉睡戶
C10103,1,"沉睡戶, 需喚醒, 低消費, 優質還款, 偏好分期",4.708041,79.0,0.0,7000.0,1.0,沉睡戶
C10104,1,"沉睡戶, 需喚醒, 低消費",0.0,0.0,89.849004,3000.0,0.0,沉睡戶
C10105,1,"沉睡戶, 需喚醒, 低消費, 低額度",4.875885,20.0,0.0,1500.0,0.0,沉睡戶
C10109,1,"沉睡戶, 需喚醒, 低消費",862.07238,0.0,920.309805,4000.0,0.083333,沉睡戶
C10110,1,"沉睡戶, 需喚醒",2441.542991,808.0,959.857263,4000.0,0.0,沉睡戶
C10116,1,"沉睡戶, 需喚醒, 低消費, 套現傾向, 循環利息戶",3393.351236,0.0,1008.348672,4200.0,0.0,沉睡戶
C10122,1,"沉睡戶, 需喚醒, 低消費, 低額度",1785.626943,0.0,576.206382,1800.0,0.0,沉睡戶
C10123,1,"沉睡戶, 需喚醒, 低消費, 優質還款, 偏好分期",54.933231,495.0,0.0,7000.0,1.0,沉睡戶
C10124,1,"沉睡戶, 需喚醒, 低消費",2662.629852,0.0,509.023801,3000.0,0.0,沉睡戶
C10126,1,"沉睡戶, 需喚醒",1464.324632,1174.39,0.0,9000.0,0.0,沉睡戶
C10128,1,"沉睡戶, 需喚醒, 低消費",2876.396444,0.0,998.84867,3200.0,0.0,沉睡戶
C10132,1,"沉睡戶, 需喚醒, 低消費, 低額度",57.453201,0.0,272.713302,1200.0,0.166667,沉睡戶
C10135,1,"沉睡戶, 需喚醒, 低消費, 套現傾向, 高額度",69.405545,0.0,2799.714934,13000.0,0.0,沉睡戶
C10136,1,"沉睡戶, 需喚醒",116.654149,907.0,273.558033,5000.0,0.0,沉睡戶
C10138,1,"沉睡戶, 需喚醒, 低消費, 偏好分期",24.28497,250.6,0.0,3000.0,0.0,沉睡戶
C10141,1,"沉睡戶, 需喚醒, 低額度",1562.633343,1330.62,0.0,2000.0,0.0,沉睡戶
C10146,1,"沉睡戶, 需喚醒, 低消費, 低額度",947.13081,197.06,0.0,1000.0,0.0,沉睡戶
C10147,1,"沉睡戶, 需喚醒, 低消費, 套現傾向",764.042156,0.0,1307.102516,7500.0,0.0,沉睡戶
C10151,1,"沉睡戶, 需喚醒, 循環利息戶",3057.400553,1025.0,0.0,7500.0,0.0,沉睡戶
C10153,1,"沉睡戶, 需喚醒, 低消費",264.811595,28.65,384.26178,9000.0,0.083333,沉睡戶
C10154,1,"沉睡戶, 需喚醒, 偏好分期, 低額度",1108.22253,944.96,0.0,1500.0,0.0,沉睡戶
C10161,1,"沉睡戶, 需喚醒, 偏好分期, 高額度",119.760904,1859.34,0.0,20000.0,0.25,沉睡戶
C10163,1,"沉睡戶, 需喚醒, 低消費, 低額度",1734.510004,0.0,66.275851,1800.0,0.0,沉睡戶
C10165,1,"沉睡戶, 需喚醒, 低消費, 低額度",1046.37041,295.0,93.579809,1200.0,0.0,沉睡戶
C10166,1,"沉睡戶, 需喚醒, 低消費",2737.367678,0.0,429.691164,3000.0,0.0,沉睡戶
C10167,1,"沉睡戶, 需喚醒, 低消費, 循環利息戶",4014.818167,0.0,988.356213,8500.0,0.0,沉睡戶
C10169,1,"沉睡戶, 需喚醒",1610.040203,557.19,0.0,4000.0,0.0,沉睡戶
C10171,1,"沉睡戶, 需喚醒, 低消費, 循環利息戶",5800.587339,0.0,369.950794,6500.0,0.0,沉睡戶
C10176,1,"沉睡戶, 需喚醒, 低消費, 套現傾向",840.804076,0.0,3671.777443,4000.0,0.0,沉睡戶
C10178,1,"沉睡戶, 需喚醒, 低消費, 偏好分期, 高額度",23.111088,300.0,0.0,12500.0,0.181818,沉睡戶
C10179,1,"沉睡戶, 需喚醒, 低消費, 套現傾向",2187.732265,0.0,3905.326256,3000.0,0.2,沉睡戶
C10181,1,"沉睡戶, 需喚醒, 低消費, 低額度",1608.451822,0.0,205.737165,1800.0,0.0,沉睡戶
C10185,1,"沉睡戶, 需喚醒, 低消費, 偏好分期",36.236312,256.11,0.0,5300.0,0.166667,沉睡戶
C10187,1,"沉睡戶, 需喚醒, 低消費, 偏好分期",0.0,23.0,0.0,5000.0,0.0,沉睡戶
C10189,1,"沉睡戶, 需喚醒, 低消費, 高額度",5.465999,196.81,0.0,12000.0,0.0,沉睡戶
C10192,1,"沉睡戶, 需喚醒, 低消費, 套現傾向, 偏好分期",1706.014379,147.78,1657.090283,6000.0,0.0,沉睡戶
C10194,1,"沉睡戶, 需喚醒, 低額度",861.001207,969.56,446.233197,2400.0,0.0,沉睡戶
C10196,1,"沉睡戶, 需喚醒, 低消費, 低額度",966.251742,311.45,955.959749,1500.0,0.0,沉睡戶
C10197,1,"沉睡戶, 需喚醒, 低消費",38.615644,280.4,0.0,6150.0,0.090909,沉睡戶
C10198,1,"沉睡戶, 需喚醒, 低消費",189.687964,66.14,0.0,6000.0,0.0,沉睡戶
C10199,1,"沉睡戶, 需喚醒, 低消費, 套現傾向",40.417255,79.2,1631.576375,4000.0,0.083333,沉睡戶
C10201,1,"沉睡戶, 需喚醒, 循環利息戶",3983.923705,756.54,0.0,4000.0,0.0,沉睡戶
C10205,1,"沉睡戶, 需喚醒",1973.814964,873.0,0.0,8000.0,0.0,沉睡戶
C10207,1,"沉睡戶, 需喚醒, 低消費, 高額度",43.103899,370.0,0.0,23000.0,0.0,沉睡戶
C10208,1,"沉睡戶, 需喚醒, 低消費, 套現傾向, 低額度",566.546048,405.75,1044.651618,2000.0,0.0,沉睡戶
C10213,1,"沉睡戶, 需喚醒, 低消費, 偏好分期",2.67713,43.39,0.0,4000.0,0.090909,沉睡戶
C10214,1,"沉睡戶, 需喚醒, 套現傾向, 低額度",1570.682346,645.32,1665.331678,1800.0,0.0,沉睡戶
C10217,1,"沉睡戶, 需喚醒",64.080909,927.0,0.0,5000.0,0.222222,沉睡戶
C10219,1,"沉睡戶, 需喚醒, 循環利息戶",3670.50596,965.5,0.0,7500.0,0.0,沉睡戶
C10220,1,"沉睡戶, 需喚醒, 低消費",2458.376257,0.0,102.275984,7500.0,0.0,沉睡戶
C10222,1,"沉睡戶, 需喚醒, 偏好分期",75.647479,540.0,0.0,4000.0,0.0,沉睡戶
C10223,1,"沉睡戶, 需喚醒, 低消費, 偏好分期",2.433254,36.0,0.0,7500.0,0.0,沉睡戶
C10226,1,"沉睡戶, 需喚醒, 低消費, 偏好分期, 高額度",7.56809,144.26,0.0,11500.0,0.111111,沉睡戶
C10231,1,"沉睡戶, 需喚醒, 低消費, 低額度",41.642389,75.99,0.0,2700.0,0.0,沉睡戶
C10234,1,"沉睡戶, 需喚醒, 低消費",28.461629,100.0,0.0,4000.0,0.0,沉睡戶
C10237,1,"沉睡戶, 需喚醒, 低消費, 低額度",1.045584,0.0,466.643895,1200.0,0.5,沉睡戶
C10242,1,"沉睡戶, 需喚醒, 低消費, 低額度",2229.857287,45.65,0.0,2500.0,0.0,沉睡戶
C10246,1,"沉睡戶, 需喚醒, 低消費, 循環利息戶, 偏好分期, 高額度",3421.571922,126.69,154.341344,10500.0,0.0,沉睡戶
C10247,1,"沉睡戶, 需喚醒, 低消費, 偏好分期",48.898611,247.09,182.357669,5500.0,0.0,沉睡戶
C10248,1,"沉睡戶, 需喚醒, 低消費, 偏好分期, 低額度",1874.716289,301.1,0.0,1950.0,0.0,沉睡戶
C10252,1,"沉睡戶, 需喚醒",558.476701,630.03,0.0,5500.0,0.0,沉睡戶
C10254,1,"沉睡戶, 需喚醒, 低消費, 偏好分期",8.061012,133.0,0.0,3000.0,0.181818,沉睡戶
C10261,1,"沉睡戶, 需喚醒, 低消費, 偏好分期, 低額度",19.508047,193.14,0.0,2000.0,0.25,沉睡戶
C10263,1,"沉睡戶, 需喚醒, 低消費, 循環利息戶",5335.302925,0.0,468.958688,6000.0,0.0,沉睡戶
C10265,1,"沉睡戶, 需喚醒, 低消費, 偏好分期, 低額度",22.189283,234.16,0.0,1500.0,0.5,沉睡戶
C10266,1,"沉睡戶, 需喚醒, 低消費",5.871769,29.68,0.0,10000.0,0.0,沉睡戶
C10270,1,"沉睡戶, 需喚醒, 低消費, 套現傾向, 低額度",1668.591831,0.0,1716.941235,1800.0,0.083333,沉睡戶
C10271,1,"沉睡戶, 需喚醒, 大額單筆消費",2224.590946,3183.0,0.0,9000.0,0.0,沉睡戶
C10275,1,"沉睡戶, 需喚醒, 低消費, 偏好分期",614.263149,408.93,0.0,9000.0,0.0,沉睡戶
C10279,1,"沉睡戶, 需喚醒",80.708806,569.9,0.0,9500.0,0.083333,沉睡戶
C10286,1,"沉睡戶, 需喚醒, 低消費, 低額度",2.564117,47.95,0.0,1500.0,0.0,沉睡戶
C10287,1,"沉睡戶, 需喚醒, 低消費, 低額度",1873.084577,126.57,181.139378,2100.0,0.0,沉睡戶
C10288,1,"沉睡戶, 需喚醒, 低消費",32.124999,380.89,0.0,5700.0,0.0,沉睡戶
C10293,1,"沉睡戶, 需喚醒, 低消費",668.956687,224.2,0.0,9500.0,0.0,沉睡戶
C10295,1,"沉睡戶, 需喚醒, 低消費",272.711518,0.0,682.156051,3000.0,0.181818,沉睡戶
C10297,1,"沉睡戶, 需喚醒, 低消費",2420.761135,0.0,567.233798,3000.0,0.0,沉睡戶
C10298,1,"沉睡戶, 需喚醒, 低消費, 套現傾向",2935.324966,409.63,1876.241162,5000.0,0.0,沉睡戶
C10299,1,"沉睡戶, 需喚醒",83.148283,843.34,0.0,6500.0,0.5,沉睡戶
C10300,1,"沉睡戶, 需喚醒, 低消費, 循環利息戶",5469.851311,0.0,512.792701,6000.0,0.0,沉睡戶
C10303,1,"沉睡戶, 需喚醒, 循環利息戶",3605.714046,1779.0,0.0,5000.0,0.0,沉睡戶
C10307,1,"沉睡戶, 需喚醒, 低消費, 套現傾向",1521.1681,245.98,2792.67597,6000.0,0.0,沉睡戶
C10311,1,"沉睡戶, 需喚醒, 套現傾向, 循環利息戶",3621.70204,674.73,1684.957411,4000.0,0.0,沉睡戶
C10314,1,"沉睡戶, 需喚醒, 低額度",388.873921,1579.15,0.0,2700.0,0.0,沉睡戶
C10319,1,"沉睡戶, 需喚醒, 低消費, 套現傾向",1613.34907,0.0,1606.322681,4500.0,0.0,沉睡戶
C10324,1,"沉睡戶, 需喚醒, 低消費, 低額度",927.041961,0.0,402.974164,1000.0,0.0,沉睡戶
C10325,1,"沉睡戶, 需喚醒, 低消費, 套現傾向",1872.767651,0.0,3394.509419,5500.0,0.0,沉睡戶
C10326,1,"沉睡戶, 需喚醒, 低消費, 低額度",185.396312,0.0,842.456926,1000.0,0.0,沉睡戶
C10334,1,"沉睡戶, 需喚醒, 低消費",2233.074041,445.2,0.0,8000.0,0.0,沉睡戶
C10339,1,"沉睡戶, 需喚醒, 低消費, 套現傾向, 低額度",850.630114,0.05,1700.634586,1000.0,0.0,沉睡戶
C10341,1,"沉睡戶, 需喚醒, 低消費",2669.160638,0.0,142.141325,3000.0,0.0,沉睡戶
C10347,1,"沉睡戶, 需喚醒, 低消費, 偏好分期, 低額度",98.364739,65.0,0.0,1200.0,0.0,沉睡戶
C10349,1,"沉睡戶, 需喚醒, 低消費, 優質還款, 偏好分期, 低額度",16.93339,174.42,0.0,2500.0,0.75,沉睡戶
C10351,1,"沉睡戶, 需喚醒, 低消費, 套現傾向",907.982017,216.94,1011.997944,3200.0,0.0,沉睡戶
C10353,1,"沉睡戶, 需喚醒, 低消費, 低額度",1254.6691,361.73,198.686744,1500.0,0.0,沉睡戶
C10354,1,"沉睡戶, 需喚醒, 低消費, 低額度",80.336636,330.0,0.0,1800.0,0.0,沉睡戶
C10356,1,"沉睡戶, 需喚醒, 低消費, 偏好分期, 低額度",17.356961,390.0,0.0,2000.0,0.0,沉睡戶
C10361,1,"沉睡戶, 需喚醒, 低消費, 循環利息戶, 高額度",4211.539631,0.0,455.581546,10500.0,0.0,沉睡戶
C10365,1,"沉睡戶, 需喚醒",36.567901,1098.31,0.0,4800.0,0.0,沉睡戶
C10366,1,"沉睡戶, 需喚醒",41.754778,636.15,0.0,8500.0,0.181818,沉睡戶
C10370,1,"沉睡戶, 需喚醒, 低消費, 套現傾向",214.896542,0.0,1192.015721,3000.0,0.2,沉睡戶
C10371,1,"沉睡戶, 需喚醒, 低消費, 低額度",1543.287931,0.0,36.481832,1800.0,0.0,沉睡戶
C10373,1,"沉睡戶, 需喚醒, 低消費, 低額度",1261.05733,0.0,474.429843,1500.0,0.0,沉睡戶
C10374,1,"沉睡戶, 需喚醒, 低消費, 高額度",85.285023,423.24,0.0,11000.0,0.0,沉睡戶
C10376,1,"沉睡戶, 需喚醒, 低消費, 低額度",813.068705,439.38,727.658311,1200.0,0.0,沉睡戶
C10378,1,"沉睡戶, 需喚醒, 低消費, 低額度",237.669312,259.13,0.0,2300.0,0.25,沉睡戶
C10384,1,"沉睡戶, 需喚醒, 低消費, 套現傾向",282.934373,0.0,2333.150712,3000.0,0.0,沉睡戶
C10387,1,"沉睡戶, 需喚醒, 低消費",8.520292,64.12,0.0,7000.0,0.0,沉睡戶
C10390,1,"沉睡戶, 需喚醒, 低消費, 低額度",241.223955,180.91,0.0,1400.0,0.0,沉睡戶
C10391,1,"沉睡戶, 需喚醒, 低消費, 低額度",1528.571561,0.0,172.931118,1600.0,0.0,沉睡戶
C10393,1,"沉睡戶, 需喚醒, 低消費, 低額度",566.147105,0.0,187.572355,2000.0,0.0,沉睡戶
C10395,1,"沉睡戶, 需喚醒, 低消費, 套現傾向, 低額度",1077.606225,343.21,1609.900552,1500.0,0.0,沉睡戶
C10396,1,"沉睡戶, 需喚醒, 低消費",1.838084,16.5,0.0,6000.0,0.0,沉睡戶
C10398,1,"沉睡戶, 需喚醒, 低消費, 套現傾向",816.82453,42.3,3967.709973,6000.0,0.0,沉睡戶
C10399,1,"沉睡戶, 需喚醒, 低消費, 低額度",1526.506915,46.67,0.0,1800.0,0.0,沉睡戶
C10403,1,"沉睡戶, 需喚醒, 低消費, 偏好分期",497.908027,245.39,0.0,4000.0,0.0,沉睡戶
C10404,1,"沉睡戶, 需喚醒, 低消費",681.95925,98.0,0.0,4000.0,0.0,沉睡戶
C10406,1,"沉睡戶, 需喚醒, 偏好分期",1508.513765,2747.12,246.046033,5000.0,0.1,沉睡戶
C10408,1,"沉睡戶, 需喚醒, 偏好分期, 低額度",201.3504,600.0,0.0,1000.0,0.0,沉睡戶
C10409,1,"沉睡戶, 需喚醒, 低消費, 套現傾向",2502.264409,0.0,2368.872642,10000.0,0.0,沉睡戶
C10411,1,"沉睡戶, 需喚醒, 低額度",918.342234,1221.53,1078.788118,1200.0,0.25,沉睡戶
C10420,1,"沉睡戶, 需喚醒, 循環利息戶, 偏好分期",3298.692478,1088.83,0.0,9000.0,0.0,沉睡戶
C10421,1,"沉睡戶, 需喚醒, 低額度",150.699542,648.64,0.0,2500.0,0.0,沉睡戶
C10422,1,"沉睡戶, 需喚醒, 低消費, 低額度",1874.843394,0.0,120.178123,2100.0,0.0,沉睡戶
C10425,1,"沉睡戶, 需喚醒, 低消費",1322.057239,0.0,76.260896,6200.0,0.0,沉睡戶
C10427,1,"沉睡戶, 需喚醒, 低消費, 偏好分期, 低額度",16.581535,200.0,0.0,1200.0,0.0,沉睡戶
C10436,1,"沉睡戶, 需喚醒, 低消費, 低額度",1452.437463,0.0,114.918715,1500.0,0.0,沉睡戶
C10437,1,"沉睡戶, 需喚醒, 低消費, 套現傾向, 循環利息戶",3737.175713,0.0,3017.170336,4500.0,0.0,沉睡戶
C10441,1,"沉睡戶, 需喚醒, 套現傾向, 循環利息戶",3534.253718,566.28,3888.756412,4000.0,0.0,沉睡戶
C10442,1,"沉睡戶, 需喚醒, 低消費, 套現傾向",654.574445,0.0,2819.60583,8000.0,0.0,沉睡戶
C10443,1,"沉睡戶, 需喚醒, 低消費, 低額度",1648.721384,0.0,39.646806,1800.0,0.0,沉睡戶
C10448,1,"沉睡戶, 需喚醒, 低額度",541.915572,1377.72,0.0,2500.0,0.0,沉睡戶
C10449,1,"沉睡戶, 需喚醒, 低消費, 套現傾向, 循環利息戶",4855.340797,0.0,1886.470361,6000.0,0.0,沉睡戶
C10450,1,"沉睡戶, 需喚醒, 低消費, 套現傾向, 低額度",981.643409,0.0,1462.32354,1500.0,0.125,沉睡戶
C10454,1,"沉睡戶, 需喚醒, 低消費, 低額度",969.294446,0.0,340.249539,1200.0,0.0,沉睡戶
C10456,1,"沉睡戶, 需喚醒, 低消費, 低額度",37.753941,243.36,0.0,1800.0,0.25,沉睡戶
C10458,1,"沉睡戶, 需喚醒, 低消費, 套現傾向, 低額度",1265.805627,0.0,2820.528417,2500.0,0.0,沉睡戶
C10463,1,"沉睡戶, 需喚醒, 高額度",51.818382,903.36,0.0,15000.0,0.0,沉睡戶
C10466,1,"沉睡戶, 需喚醒, 低消費, 低額度",1036.595935,0.0,193.738137,1200.0,0.0,沉睡戶
C10467,1,"沉睡戶, 需喚醒, 低消費, 優質還款, 偏好分期",21.12921,229.5,0.0,3150.0,0.714286,沉睡戶
C10476,1,"沉睡戶, 需喚醒, 低消費, 偏好分期, 低額度",1715.459275,96.75,19.141227,1800.0,0.0,沉睡戶
C10483,1,"沉睡戶, 需喚醒, 低消費, 低額度",869.001444,0.0,278.591282,1200.0,0.0,沉睡戶
C10488,1,"沉睡戶, 需喚醒",206.596865,1726.67,0.0,6000.0,0.0,沉睡戶
C10492,1,"沉睡戶, 需喚醒, 低消費, 低額度",1481.43247,0.0,149.36039,1800.0,0.0,沉睡戶
C10493,1,"沉睡戶, 需喚醒, 低消費, 偏好分期, 低額度",1135.53683,50.98,0.0,1200.0,0.0,沉睡戶
C10494,1,"沉睡戶, 需喚醒, 低消費, 循環利息戶, 偏好分期, 高額度",3430.981532,378.04,0.0,11300.0,0.0,沉睡戶
C10498,1,"沉睡戶, 需喚醒, 低消費, 套現傾向, 循環利息戶",3170.537693,0.0,1161.103112,3500.0,0.0,沉睡戶
C10501,1,"沉睡戶, 需喚醒, 低消費",911.281862,70.0,0.0,8500.0,0.0,沉睡戶
C10502,1,"沉睡戶, 需喚醒, 低消費, 優質還款, 偏好分期",45.753138,449.96,0.0,7000.0,0.6,沉睡戶
C10505,1,"沉睡戶, 需喚醒, 低消費",473.840442,0.0,818.124484,3000.0,0.0,沉睡戶
C10515,1,"沉睡戶, 需喚醒",911.893997,1604.8,1302.014616,4500.0,0.083333,沉睡戶
C10518,1,"沉睡戶, 需喚醒, 低消費",2061.27937,0.0,554.11523,4500.0,0.0,沉睡戶
C10530,1,"沉睡戶, 需喚醒, 低消費",2924.757622,0.0,281.044645,3000.0,0.0,沉睡戶
C10539,1,"沉睡戶, 需喚醒, 低消費, 套現傾向",1534.891604,0.0,2614.626296,3000.0,0.0,沉睡戶
C10540,1,"沉睡戶, 需喚醒, 低消費, 套現傾向, 高額度",675.117139,0.0,6523.780195,12500.0,0.0,沉睡戶
C10546,1,"沉睡戶, 需喚醒, 低消費, 套現傾向",986.149218,0.0,2955.030338,3000.0,0.0,沉睡戶
C10549,1,"沉睡戶, 需喚醒, 低消費, 低額度",1117.635883,0.0,97.200877,1200.0,0.0,沉睡戶
C10556,1,"沉睡戶, 需喚醒, 低消費, 偏好分期",1112.070216,179.24,0.0,4000.0,0.0,沉睡戶
C10559,1,"沉睡戶, 需喚醒, 高額度",71.046063,1023.8,0.0,20000.0,0.0,沉睡戶
C10562,1,"沉睡戶, 需喚醒",68.039722,734.11,0.0,5000.0,0.5,沉睡戶
C10565,1,"沉睡戶, 需喚醒, 優質還款",64.329876,627.03,0.0,6000.0,1.0,沉睡戶
C10567,1,"沉睡戶, 需喚醒, 低消費",76.93561,277.0,0.0,8500.0,0.333333,沉睡戶
C10573,1,"沉睡戶, 需喚醒, 低額度",1034.660626,1308.11,234.602843,1500.0,0.0,沉睡戶
C10580,1,"沉睡戶, 需喚醒, 低消費, 套現傾向, 循環利息戶",3294.37955,0.0,2546.891416,4000.0,0.0,沉睡戶
C10583,1,"沉睡戶, 需喚醒, 低消費, 低額度",181.463092,133.39,219.143859,2500.0,0.0,沉睡戶
C10585,1,"沉睡戶, 需喚醒, 低消費, 套現傾向, 低額度",542.218074,0.0,1074.741949,1500.0,0.0,沉睡戶
C10586,1,"沉睡戶, 需喚醒, 低消費, 偏好分期, 低額度",1029.101022,49.1,0.0,1000.0,0.0,沉睡戶
C10588,1,"沉睡戶, 需喚醒, 低消費, 低額度",1095.379426,0.0,282.895246,1200.0,0.0,沉睡戶
C10592,1,"沉睡戶, 需喚醒, 低消費, 高額度",23.290641,293.99,0.0,12500.0,0.333333,沉睡戶
C10594,1,"沉睡戶, 需喚醒",2154.175363,1628.07,0.0,5000.0,0.0,沉睡戶
C10595,1,"沉睡戶, 需喚醒, 低消費, 套現傾向",2627.184835,0.0,3216.192328,3150.0,0.0,沉睡戶
C10596,1,"沉睡戶, 需喚醒, 低消費, 套現傾向",2689.586312,0.0,2224.68646,7000.0,0.0,沉睡戶
C10597,1,"沉睡戶, 需喚醒, 低消費, 高額度",11.890862,165.0,0.0,15000.0,0.0,沉睡戶
C10599,1,"沉睡戶, 需喚醒, 低消費, 偏好分期, 低額度",1068.031748,98.97,0.0,2500.0,0.0,沉睡戶
C10602,1,"沉睡戶, 需喚醒",1866.608592,1494.5,0.0,8500.0,0.0,沉睡戶
C10603,1,"沉睡戶, 需喚醒",259.467265,646.24,0.0,10000.0,0.0,沉睡戶
C10604,1,"沉睡戶, 需喚醒, 低消費, 套現傾向",1298.191599,0.0,2052.835555,3500.0,0.083333,沉睡戶
C10607,1,"沉睡戶, 需喚醒, 低消費, 套現傾向, 循環利息戶",4458.045588,0.0,2846.034435,5000.0,0.0,沉睡戶
C10610,1,"沉睡戶, 需喚醒, 低消費, 低額度",0.327199,24.64,0.0,1800.0,0.0,沉睡戶
C10612,1,"沉睡戶, 需喚醒, 低消費",47.424621,372.0,0.0,4000.0,0.2,沉睡戶
C10617,1,"沉睡戶, 需喚醒",1642.024936,2094.38,0.0,4500.0,0.0,沉睡戶
C10618,1,"沉睡戶, 需喚醒, 低消費, 套現傾向",2739.836747,0.0,2970.288928,3000.0,0.0,沉睡戶
C10619,1,"沉睡戶, 需喚醒, 低消費, 低額度",1946.447038,411.38,99.078081,2500.0,0.0,沉睡戶
