CUST_ID,Cluster,Tags,BALANCE,PURCHASES,CASH_ADVANCE,CREDIT_LIMIT,PRC_FULL_PAYMENT,客群名稱
C10276,3,"活躍小資, 成長潛力, 循環利息戶, 偏好分期",8097.334733,3999.92,0.0,7500.0,0.0,活躍小資
C10277,3,"活躍小資, 成長潛力, 偏好分期",1082.33027,2980.46,0.0,6000.0,0.0,活躍小資
C10278,3,"活躍小資, 成長潛力",2734.66412,560.73,0.0,7500.0,0.0,活躍小資
C10281,3,"活躍小資, 成長潛力, 優質還款, 大額單筆消費",535.947221,4550.81,438.469118,8500.0,0.916667,活躍小資
C10283,3,"活躍小資, 成長潛力, 優質還款, 高額度",156.278339,1385.1,0.0,14000.0,0.833333,活躍小資
C10289,3,"活躍小資, 成長潛力, 低消費, 偏好分期, 高額度",1473.495809,414.0,0.0,10500.0,0.5,活躍小資
C10290,3,"活躍小資, 成長潛力, 偏好分期",1504.82705,2010.0,1189.292764,8500.0,0.0,活躍小資
C10291,3,"活躍小資, 成長潛力, 循環利息戶, 大額單筆消費, 高額度",7645.108427,4693.15,0.0,13500.0,0.0,活躍小資
C10292,3,"活躍小資, 成長潛力, 低消費, 偏好分期, 低額度",1129.33758,498.96,72.259355,1000.0,0.0,活躍小資
C10294,3,"活躍小資, 成長潛力, 偏好分期, 低額度",2302.184366,2856.57,0.0,2500.0,0.0,活躍小資
C10301,3,"活躍小資, 成長潛力, 優質還款, 偏好分期",280.142117,2236.49,0.0,10000.0,1.0,活躍小資
C10305,3,"活躍小資, 成長潛力, 低消費, 偏好分期",41.833264,456.36,0.0,6000.0,0.333333,活躍小資
C10306,3,"活躍小資, 成長潛力, 高消費力, 優質還款, 偏好分期, 低額度",635.090434,5758.71,0.0,2900.0,1.0,活躍小資
C10309,3,"活躍小資, 成長潛力",2503.107213,733.9,0.0,3000.0,0.0,活躍小資
C10310,3,"活躍小資, 成長潛力, 優質還款, 低額度",191.450711,1641.07,380.972341,500.0,0.636364,活躍小資
C10312,3,"活躍小資, 成長潛力, 高額度",2762.479434,2702.47,0.0,11000.0,0.083333,活躍小資
C10316,3,"活躍小資, 成長潛力, 優質還款, 偏好分期",208.131845,2161.38,0.0,4500.0,1.0,活躍小資
C10317,3,"活躍小資, 成長潛力, 優質還款, 偏好分期",169.088238,1482.19,0.0,6000.0,0.666667,活躍小資
C10318,3,"活躍小資, 成長潛力, 優質還款, 偏好分期",133.911556,1446.05,0.0,3500.0,0.833333,活躍小資
C10320,3,"活躍小資, 成長潛力, 低消費, 低額度",566.908563,397.06,0.0,2100.0,0.0,活躍小資
C10321,3,"活躍小資, 成長潛力, 低消費, 優質還款, 高額度",53.208422,498.17,0.0,15000.0,0.909091,活躍小資
C10322,3,"活躍小資, 成長潛力, 低額度",1329.967543,2009.12,1763.794583,2500.0,0.0,活躍小資
C10323,3,"活躍小資, 成長潛力, 高消費力, 偏好分期",515.904786,5359.02,0.0,6000.0,0.0,活躍小資
C10328,3,"活躍小資, 成長潛力, 低消費, 低額度",994.105777,126.2,0.0,1950.0,0.0,活躍小資
C10329,3,"活躍小資, 成長潛力, 低消費, 偏好分期, 低額度",40.089221,225.0,0.0,1500.0,0.166667,活躍小資
C10330,3,"活躍小資, 成長潛力, 偏好分期",0.478714,734.97,0.0,6000.0,0.0,活躍小資
C10336,3,"活躍小資, 成長潛力, 偏好分期, 低額度",57.842746,689.34,0.0,1500.0,0.333333,活躍小資
C10338,3,"活躍小資, 成長潛力, 低額度",2459.862339,678.0,927.25167,2500.0,0.0,活躍小資
C10340,3,"活躍小資, 成長潛力, 優質還款, 大額單筆消費",353.198215,3085.69,0.0,8500.0,1.0,活躍小資
C10342,3,"活躍小資, 成長潛力, 優質還款",92.440743,1080.0,0.0,6000.0,1.0,活躍小資
C10343,3,"活躍小資, 成長潛力",706.675991,2721.16,0.0,6500.0,0.083333,活躍小資
C10344,3,"活躍小資, 成長潛力, 優質還款, 偏好分期, 高額度",361.319366,3095.96,0.0,14000.0,0.583333,活躍小資
C10348,3,"活躍小資, 成長潛力, 優質還款, 大額單筆消費",498.208616,4786.61,0.0,9000.0,1.0,活躍小資
C10350,3,"活躍小資, 成長潛力, 低消費, 循環利息戶, 偏好分期, 高額度",3355.631092,242.88,0.0,13500.0,0.090909,活躍小資
C10355,3,"活躍小資, 成長潛力, 優質還款",260.838885,2854.11,0.0,9500.0,1.0,活躍小資
C10357,3,"活躍小資, 成長潛力, 低消費",1897.672025,422.18,0.0,5500.0,0.0,活躍小資
C10358,3,"活躍小資, 成長潛力, 偏好分期",1032.241153,1005.52,0.0,3000.0,0.0,活躍小資
C10360,3,"活躍小資, 成長潛力, 低消費, 優質還款, 偏好分期",21.580264,284.72,0.0,5000.0,0.8,活躍小資
C10362,3,"活躍小資, 成長潛力, 高額度",1732.715258,3244.16,0.0,11500.0,0.0,活躍小資
C10367,3,"活躍小資, 成長潛力",1937.246177,3018.93,0.0,5000.0,0.166667,活躍小資
C10368,3,"活躍小資, 成長潛力, 優質還款, 偏好分期, 高額度",99.955082,1222.97,0.0,19500.0,1.0,活躍小資
C10372,3,"活躍小資, 成長潛力, 低額度",601.92037,983.77,0.0,2400.0,0.0,活躍小資
C10377,3,"活躍小資, 成長潛力, 偏好分期, 低額度",1279.325142,1207.25,0.0,1200.0,0.0,活躍小資
C10379,3,"活躍小資, 成長潛力, 循環利息戶, 偏好分期",5747.761139,1627.69,0.0,5500.0,0.0,活躍小資
C10385,3,"活躍小資, 成長潛力, 高消費力, 大額單筆消費",1128.229387,5068.88,0.0,4500.0,0.083333,活躍小資
C10386,3,"活躍小資, 成長潛力, 偏好分期, 低額度",2045.541408,1067.28,0.0,2000.0,0.0,活躍小資
C10389,3,"活躍小資, 成長潛力, 優質還款, 偏好分期, 低額度",143.443832,1631.0,0.0,2500.0,1.0,活躍小資
C10397,3,"活躍小資, 成長潛力, 高消費力, 優質還款, 大額單筆消費",507.144348,5708.18,0.0,4000.0,1.0,活躍小資
C10402,3,"活躍小資, 成長潛力, 優質還款, 偏好分期, 低額度",79.189929,699.12,0.0,2500.0,0.583333,活躍小資
C10405,3,"活躍小資, 成長潛力",1535.248256,857.36,0.0,6550.0,0.083333,活躍小資
C10410,3,"活躍小資, 成長潛力, 低消費, 循環利息戶, 偏好分期",4543.789386,255.12,0.0,8500.0,0.0,活躍小資
C10413,3,"活躍小資, 成長潛力, 套現傾向, 偏好分期",2259.431829,780.64,1227.555485,3500.0,0.0,活躍小資
C10414,3,"活躍小資, 成長潛力, 偏好分期",437.789873,1532.1,0.0,5000.0,0.0,活躍小資
C10415,3,"活躍小資, 成長潛力, 偏好分期, 低額度",2025.162877,778.33,0.0,2000.0,0.0,活躍小資
C10417,3,"活躍小資, 成長潛力, 高額度",140.730723,1667.13,0.0,13000.0,0.25,活躍小資
C10424,3,"活躍小資, 成長潛力, 優質還款, 偏好分期, 高額度",154.641707,1897.92,0.0,13500.0,1.0,活躍小資
C10426,3,"活躍小資, 成長潛力, 偏好分期",62.287137,1263.29,0.0,9500.0,0.4,活躍小資
C10429,3,"活躍小資, 成長潛力, 偏好分期",318.03434,1277.58,0.0,7000.0,0.0,活躍小資
C10432,3,"活躍小資, 成長潛力, 循環利息戶",6404.955912,3970.8,0.0,7500.0,0.0,活躍小資
C10433,3,"活躍小資, 成長潛力",133.405494,1346.9,0.0,8000.0,0.333333,活躍小資
C10434,3,"活躍小資, 成長潛力, 套現傾向, 偏好分期",1403.597712,1050.83,4083.515108,5000.0,0.0,活躍小資
C10435,3,"活躍小資, 成長潛力, 偏好分期, 低額度",469.878834,1364.99,284.754535,2000.0,0.2,活躍小資
C10452,3,"活躍小資, 成長潛力, 低消費, 循環利息戶, 偏好分期",4264.307261,222.64,249.298208,4500.0,0.0,活躍小資
C10453,3,"活躍小資, 成長潛力, 循環利息戶, 高額度",4503.390811,1634.74,94.837161,13000.0,0.0,活躍小資
C10455,3,"活躍小資, 成長潛力, 套現傾向, 循環利息戶",4479.115547,759.15,2493.111705,6000.0,0.0,活躍小資
C10459,3,"活躍小資, 成長潛力, 偏好分期",598.78776,519.0,0.0,4500.0,0.0,活躍小資
C10460,3,"活躍小資, 成長潛力, 循環利息戶, 大額單筆消費",3143.928913,3055.87,0.0,4500.0,0.0,活躍小資
C10461,3,"活躍小資, 成長潛力, 循環利息戶, 偏好分期",5580.530306,2470.4,1652.878895,9500.0,0.0,活躍小資
C10462,3,"活躍小資, 成長潛力, 偏好分期, 低額度",576.635957,1671.6,0.0,1800.0,0.0,活躍小資
C10468,3,"活躍小資, 成長潛力, 低額度",1534.969344,1476.19,0.0,2500.0,0.0,活躍小資
C10469,3,"活躍小資, 成長潛力, 循環利息戶",4994.04832,2506.89,0.0,8500.0,0.0,活躍小資
C10470,3,"活躍小資, 成長潛力, 循環利息戶, 偏好分期",4700.106602,2570.0,124.563782,4500.0,0.0,活躍小資
C10472,3,"活躍小資, 成長潛力, 套現傾向",1207.888199,1342.36,1738.109478,4000.0,0.0,活躍小資
C10473,3,"活躍小資, 成長潛力, 優質還款, 偏好分期",87.442862,786.32,0.0,7500.0,0.666667,活躍小資
C10474,3,"活躍小資, 成長潛力, 偏好分期",123.394089,1450.68,0.0,6000.0,0.454545,活躍小資
C10475,3,"活躍小資, 成長潛力, 低額度",395.052994,1239.46,0.0,1500.0,0.0,活躍小資
C10477,3,"活躍小資, 成長潛力, 高額度",1492.039988,4106.15,734.816479,12000.0,0.5,活躍小資
C10478,3,"活躍小資, 成長潛力",636.669685,2022.38,0.0,6000.0,0.0,活躍小資
C10480,3,"活躍小資, 成長潛力, 偏好分期, 低額度",223.772475,3654.08,0.0,2500.0,0.333333,活躍小資
C10481,3,"活躍小資, 成長潛力",1122.603377,883.73,0.0,3000.0,0.0,活躍小資
C10482,3,"活躍小資, 成長潛力, 偏好分期, 低額度",805.131074,795.54,418.482499,1700.0,0.0,活躍小資
C10485,3,"活躍小資, 成長潛力, 低額度",2070.069187,1382.57,0.0,2400.0,0.0,活躍小資
C10486,3,"活躍小資, 成長潛力, 偏好分期",52.229659,565.5,101.137379,8500.0,0.25,活躍小資
C10491,3,"活躍小資, 成長潛力, 偏好分期",2597.400267,1748.73,0.0,6500.0,0.0,活躍小資
C10495,3,"活躍小資, 成長潛力, 套現傾向, 循環利息戶",4102.599015,1483.12,1992.715742,5000.0,0.0,活躍小資
C10503,3,"活躍小資, 成長潛力",456.648662,3355.33,0.0,6500.0,0.363636,活躍小資
C10506,3,"活躍小資, 成長潛力, 優質還款, 高額度",285.813075,3220.09,0.0,15000.0,1.0,活躍小資
C10509,3,"活躍小資, 成長潛力, 優質還款",327.445978,4305.05,0.0,9500.0,0.666667,活躍小資
C10511,3,"活躍小資, 成長潛力, 優質還款, 高額度",155.644239,1626.83,0.0,13000.0,0.571429,活躍小資
C10512,3,"活躍小資, 成長潛力, 循環利息戶, 偏好分期",4263.008734,3522.57,2485.845274,6000.0,0.0,活躍小資
C10516,3,"活躍小資, 成長潛力, 循環利息戶",3563.23692,709.9,779.264494,7000.0,0.0,活躍小資
C10520,3,"活躍小資, 成長潛力, 優質還款, 偏好分期",126.207012,913.0,0.0,7500.0,1.0,活躍小資
C10521,3,"活躍小資, 成長潛力, 低額度",2516.753364,606.62,0.0,2750.0,0.0,活躍小資
C10522,3,"活躍小資, 成長潛力, 偏好分期, 低額度",1199.942209,1447.01,49.912813,2400.0,0.0,活躍小資
C10524,3,"活躍小資, 成長潛力, 優質還款, 高額度",80.062693,727.27,0.0,20000.0,0.916667,活躍小資
C10525,3,"活躍小資, 成長潛力, 偏好分期",839.897907,1869.88,0.0,4000.0,0.0,活躍小資
C10526,3,"活躍小資, 成長潛力, 低消費, 偏好分期",128.175207,182.94,0.0,5000.0,0.3,活躍小資
C10527,3,"活躍小資, 成長潛力, 低消費, 優質還款, 偏好分期, 低額度",47.6368,379.28,0.0,2500.0,1.0,活躍小資
C10528,3,"活躍小資, 成長潛力, 偏好分期, 低額度",1529.206464,874.94,0.0,1500.0,0.0,活躍小資
C10532,3,"活躍小資, 成長潛力, 循環利息戶, 高額度",5036.870531,1752.15,1072.351863,10300.0,0.0,活躍小資
C10533,3,"活躍小資, 成長潛力, 低消費, 優質還款, 偏好分期",32.042424,400.41,0.0,4500.0,0.666667,活躍小資
C10536,3,"活躍小資, 成長潛力, 循環利息戶, 偏好分期",4914.325665,1653.6,1442.395734,5000.0,0.0,活躍小資
C10537,3,"活躍小資, 成長潛力, 高額度",1191.584153,4238.79,0.0,10500.0,0.083333,活躍小資
C10538,3,"活躍小資, 成長潛力, 優質還款",98.420888,907.37,0.0,10000.0,1.0,活躍小資
C10542,3,"活躍小資, 成長潛力, 優質還款, 偏好分期, 高額度",43.42718,569.34,0.0,16500.0,1.0,活躍小資
C10543,3,"活躍小資, 成長潛力, 低消費, 偏好分期, 低額度",1874.601636,305.78,0.0,1500.0,0.0,活躍小資
C10545,3,"活躍小資, 成長潛力, 循環利息戶, 偏好分期",4497.213951,2001.19,0.0,4500.0,0.0,活躍小資
C10547,3,"活躍小資, 成長潛力, 偏好分期",257.997181,1020.47,0.0,6500.0,0.0,活躍小資
C10548,3,"活躍小資, 成長潛力, 循環利息戶, 大額單筆消費",4507.733288,4754.32,0.0,9500.0,0.0,活躍小資
C10552,3,"活躍小資, 成長潛力, 偏好分期",77.45581,558.28,0.0,8000.0,0.333333,活躍小資
C10553,3,"活躍小資, 成長潛力, 低額度",1362.418281,1477.44,451.968387,1500.0,0.0,活躍小資
C10554,3,"活躍小資, 成長潛力, 偏好分期",189.12074,1051.1,0.0,3000.0,0.375,活躍小資
C10555,3,"活躍小資, 成長潛力, 低額度",2374.663583,2242.26,228.465161,2850.0,0.0,活躍小資
C10557,3,"活躍小資, 成長潛力, 套現傾向, 偏好分期",2569.379868,972.65,1390.367155,5500.0,0.0,活躍小資
C10558,3,"活躍小資, 成長潛力, 大額單筆消費",2883.906333,4620.34,0.0,7500.0,0.083333,活躍小資
C10564,3,"活躍小資, 成長潛力, 偏好分期",2454.610005,1635.69,486.813976,3000.0,0.0,活躍小資
C10569,3,"活躍小資, 成長潛力, 循環利息戶",5178.179489,3937.59,0.0,9500.0,0.0,活躍小資
C10570,3,"活躍小資, 成長潛力, 高消費力, 優質還款, 大額單筆消費, 高額度",531.455619,6300.4,0.0,16500.0,1.0,活躍小資
C10571,3,"活躍小資, 成長潛力, 偏好分期, 低額度",263.6992,1856.64,0.0,1800.0,0.0,活躍小資
C10572,3,"活躍小資, 成長潛力, 優質還款, 大額單筆消費, 高額度",492.070146,4924.41,0.0,10500.0,1.0,活躍小資
C10577,3,"活躍小資, 成長潛力",1296.922119,2327.49,1873.271885,6000.0,0.0,活躍小資
C10579,3,"活躍小資, 成長潛力, 偏好分期",194.493602,1174.76,0.0,4500.0,0.0,活躍小資
C10590,3,"活躍小資, 成長潛力, 低消費, 優質還款, 高額度",28.934197,258.74,0.0,12000.0,1.0,活躍小資
C10591,3,"活躍小資, 成長潛力, 循環利息戶, 偏好分期, 低額度",3457.086184,2448.6,0.0,1700.0,0.0,活躍小資
C10605,3,"活躍小資, 成長潛力, 優質還款, 高額度",313.387813,3608.88,0.0,15000.0,1.0,活躍小資
C10615,3,"活躍小資, 成長潛力, 偏好分期",2450.031338,1678.07,0.0,6500.0,0.0,活躍小資
C10622,3,"活躍小資, 成長潛力, 循環利息戶, 高額度",5935.917803,1956.06,0.0,11500.0,0.0,活躍小資
C10623,3,"活躍小資, 成長潛力",266.588825,1750.51,239.188373,3500.0,0.25,活躍小資
C10628,3,"活躍小資, 成長潛力, 偏好分期",724.261595,625.46,0.0,7500.0,0.0,活躍小資
C10629,3,"活躍小資, 成長潛力",2469.665655,963.13,0.0,7000.0,0.0,活躍小資
C10632,3,"活躍小資, 成長潛力, 優質還款, 偏好分期",107.298227,1084.09,0.0,8000.0,0.714286,活躍小資
C10634,3,"活躍小資, 成長潛力",1246.393805,1757.47,0.0,5000.0,0.0,活躍小資
C10637,3,"活躍小資, 成長潛力, 優質還款",32.612745,1223.41,0.0,6000.0,0.8,活躍小資
C10638,3,"活躍小資, 成長潛力, 套現傾向, 循環利息戶, 偏好分期",5380.796813,1710.24,2292.800636,6000.0,0.0,活躍小資
C10642,3,"活躍小資, 成長潛力, 套現傾向, 偏好分期",2113.098241,619.93,1958.668173,4000.0,0.0,活躍小資
C10648,3,"活躍小資, 成長潛力, 低消費",9.581344,118.6,0.0,3300.0,0.1,活躍小資
C10650,3,"活躍小資, 成長潛力, 低額度",1670.928797,794.52,0.0,1750.0,0.0,活躍小資
